3.6591000000000001e-01 -5.0294999999999999e-02 2.4833900000000000e-01  -1.3568454552648574e+00 -9.4749536891662334e-01 -1.0293558087573884e+00 -1.8555534858130347e+00 -3.3764696127231009e-01 -1.1564074213263595e+00
8.2992500000000002e-01 8.9587700000000003e-01 2.0967000000000000e-01  1.5132007126682667e-01 1.6978319545259851e-01 -3.1774635317167799e-01 -6.0444072018187511e-01 -1.2977468772404781e+00 7.5408103544447436e-01
-1.2012609999999999e+00 -5.1751599999999998e-01 2.5601900000000000e-01  1.1667914509345434e-01 -1.9467793023826355e-01 2.2912411093534080e+00 1.6965370583698187e+00 3.9314286337637400e-01 1.5790946812527353e+00
-5.6460600000000005e-01 -1.1934620000000000e+00 -6.1966900000000003e-01  4.1190542964185815e+00 -3.0055037801046991e+00 -1.6875258849825552e+00 1.0357094373573887e+00 -4.8509521449417664e-01 2.0879877380337258e-01
-8.4478900000000001e-01 -1.1681400000000000e+00 -1.3026699999999999e-01  -4.4341425274509554e+00 2.5497147087207859e+00 -1.2137109766965322e+00 1.6891889170676009e+00 -7.2176404281152484e-01 -1.7842638330505651e+00
-7.6094499999999998e-01 7.2422699999999995e-01 -2.3385100000000000e-01  -6.4338524219703119e-01 1.2204837193447393e+00 3.1585908787869430e+00 -2.5900707857817253e+00 -1.0055650889234180e+00 1.2989884541907109e+00
-1.2292510000000001e+00 -3.5060700000000000e-01 -2.6373700000000000e-01  -6.5393980748124514e-01 -1.0850194032626113e-01 -6.7474008083002401e-01 2.1728879984614675e+00 1.1588101248870593e+00 -1.0184665395943544e+00
1.0417980000000000e+00 -1.0157080000000001e+00 -7.9847599999999996e-01  4.6133011989883366e-01 -3.0593193159519794e-01 -7.4591576216162370e-01 1.4024337266053923e+01 4.0686763053415200e+00 -4.2341329702339934e+01
-3.1840600000000002e-01 -8.3136500000000002e-01 -4.1460900000000001e-01  7.4689800147625949e+00 3.5565610275720281e+00 3.5971150875032163e+00 -2.1310074497263027e+00 6.1153380884364124e+00 9.1079275216951032e+00
5.1159999999999997e-02 -8.2063100000000000e-01 1.4966280000000001e+00  -3.0202842095438914e-01 1.3679750405316655e+00 1.0063962748941457e+00 1.7125830132689071e+00 -4.5278924071495918e-02 -6.9531649864291256e-01
